comment,polarity
hujat coach pk suporter timnas pembenci persatuan ragu pk ragu ketum pssi welcome coach garuda dada garuda dunia,1
ga terjemah nya,0
orang memiliki kesempatan mari nantikan goodluck,1
ga ad terjemahan bahasa sundanya,1
anti proses wajib pildun,1
apaapa sdh ditekan media najwa berusaha memojokkan cenderung menakutnakuti support keputusan diambil biarkan kasih kesempatan kemampuan terbaiknya,1
ajak jajan seblak sma org majalengka na,1
minimal australia bang patrick pliss,1
barack obama versi bola,0
initinya dukung timnas pelatihnya,1
legend klivert,0
mbak najwa gaji,0
alhamdulillah nggak ngerti bahasa nya,1
diam aja ga koar kasih kesempatan membuktikan kalo gagal bulanan netizen,1
enak banget mba nana interviewnya halhal sensitif narasumber nyaman,1
true leader,0
welcome coach,1
mengganti pelatih bertujuan lolos round target pelatih sblmnya lolos round lolos round kalo ya know,1
mending frank rijkard gasih,1
mba nana,0
pelatih timnassemoga timnas indonesia melangkah bagus,1
keren sih mas patrick kluivert welcome,1
kesiannya sekolah bolos mata pelajaran bahasa inggris,1
mewakili polll pertanyaannya mba na,1
nga phm bhs ingris,0
kluivert aura membawa perubahan sepakbola indonesia ditakuti dunia,1
,0
belandasekarang org belanda,0
trust,0
yg jgn ambil iklan ya sir,1
nilai posisitifnya gk translator pemain mayoritas orang belanda pemain lokal yg translator orng belanda gk erick ten haag,1
aja yg sedihga tau huhuhuhu,1
sssuai prediksi coach justin kalo kluivert bicara pmain nya krna kultur belanda suka diskusi sya ykin sih lbh maju,1
komen takut salah soalna teu ngarti bahasana pusing aing,1
mba najjago bgt sih udah ngundang pelatih,1
najwa ofensif wawancara org asing yg kerja indonesia spesifiknya dunia entertainment olahraga politikus,1
nangis dengernya,1
semoga ga terpengaruh mafia bola,1
spongebob patrik star sukses skrng,1
ngk ngerti blng,1
please best indonesian team,1
yah lihat aja hasilnyatp total football pemain lokalsepertinya berat,1
wellcome bro cpk coach patrick kluivert wuatb timnas,0
indonesia lolos piala dunia olimpiade,1
gk ngerti bahasanya ahh,1
bingungapa yg bicarakan mba nana kluivert ya ga ngerticoba yg ga ngerti kumpul,1
dukung penuh,1
tugas mendukung team nas welcome coach point,1
team nas menjanjikan nantikan perjuanganya pelatih yg jadikan teamnas indonesia tampil menyerang umpan cepat berkelasdengan materi pemain yg semoga tunggu,1
suka wawancara mba nana mba nana cantik selamat coach patrick kluivert yg cintai,1
bener langsung intinya,1
melatih timnas semoga kontribusi baikdan mewujudkan impian masyarakat indonesia piala dunia amiiiin,1
komunikasinya patrick main aman bias poin,1
translate youtubenya,0
rakyat indonesia tetaplah mendukung garuda indonesia coach nya percaya erick thohir tugas keep stand behind garuda indonesia team,1
comment kaya langsung comment gak cerna wkwk,1
ngapa sih disidang dimata najwa pelatih woy napi,1
terbaik naturalisasi lakukan coach,1
pesemis org yg meng agungkan sty,0
ga translate,0
indonesia,0
selamat negara yg gila bola rakyat indonesia suporter timnas yg fanatik,1
seneng klo komentarnya positif kekginijadi kebawa positif supporter timnas dibelakang apapun yg n dukung timnas ayo coach patrick kluivert,1
bismillah kluivert,1
translet yg bicarakan,0
percaya coach gasterusss,1
podcast najwa ngulik yg kelam afdol mmg cocok berkecimpung dunia politik aja drpd timnas,1
eh netizon longor pelatih belanda dgn pemain yg bnyk belanda bahasanya mudah pemain sty dipecat krn udh perjanjian gabisa menangin aff ya udh perjanjian utk dikeluarkan peningkatan pemain indo yg dilatih sty udahlah dukung aja klen penikmat kali koment kalah kek menang dukung aja ga ngurangin garam rumah klen gak dukung aja timnas indo apapun yg langkah yg emang menang ya udah takdir,1
semoga melatihnya setenang spt diwawancarai,0
best coach,0
kasian udah hujat,1
akuu sukaaa pertanyaanya jleb jleb jlebb,1
mata najwa interview bahasa terjemah indonesianya sy engga ngerti yg dicarakanya wkwkwkw,1
editor kereati orang indonesia yg awam mna ngerti bahasa,1
netral aja berdoa berharap,1
intinya gua gak faham segitu aja pendapat gua,1
skr sy faham salah menilai presenter yg dinilai cerdas menunjukan kebodohanya pelatih sepak bola yg diluar sepak bola patrick orng indo yg suka umbar mengumbar aib orng eropa professional suka membicarakan yg diluar pekerjaanya pribadi yg sensitif,1
welcome indonesia patrick indonesia indonesia indonesia,1
istilah lokal naturalisasi sulit menyatu hrsnya warga menyudahi berlaku dinegara bbrp asean aneh wartawan meramaikan heheh maju mundur mah setuju paragidma diilangkan krn wni ngak penyekatan pengelompokan kedepan ngak pemain lokal dikatrol krn ngak pemain lokal ditimnas utama diaspora ngak standar ngak masuk sepakati standar kualitas murni pemain zaman udah cangih pemain dianalisa pake digital liat fisik koq standar kualitas klu lokal ngak ya jgn salahkan tim pelatih,1
gk subtitel bahasa indo ya gak tau gk inggris,1
aslinya namanya sukiman,0
kelebihannya komunikasi pemain pelatih langsung dipahami pemain perantara penerjemah semoga match nya level permainan meningkat,1
wkwkkw lawakya traffic sbg ba situs juday karna indonesia identik sm mafia boladan kena match fixing indonesia knp gak bs hrsnya kalo emg serius melatih indonesia tau kondisi skrg dibandingan sm sty yg notabene sty bersih dr kriminal take time explain everything bad abt dgn gak bs mengklarifikasi najwa udah penjuday support juday dgn jd ba situs juday tiati aja indonesia bs aja lolos qwc karna juday,1
lancar b inggris,1
nice,1
pakai bahasa jawa pakai batik,1
mata najwa super kereen channel pemiliknya manusia cerdas keren mencerdaskan bangsa indonesia sehat mbak nana peduli kebaikan kecerdasan manusia indonesia,1
subtitle nya,0
legenda barcelona brooooo,0
kesan mukanya awet muda baby face nonton final champion ajak vs juve muka ngga berubah,1
tinggal indonesia nak culture indonesia,1
berbicara bahasa inggris yg bicarakan membaca terjemahaannya,1
positive thinking extremely needed ynwa patrick,0
mudah menghadapi mbak nana kritis tajam menggali akarnya patrick menjawabnya lancar tulus gestur pemilihan mari warganet support patrick jajarannya pelatihnya dukungan apalah kemajuan sepakbola timnas semoga timnas indonesia lolos piala dunia dibawah kepelatihan patrick kluivert menyala timnasku,1
kasih text mbak ebiar warga tau,1
dah artis indonesiaya bonus berkarir indonesia beliau bawa indonesia lolos pildun semangat coach,1
bang pasttor undang,1
ora reti bahasane bolonono translete,1
lihat jalan gak ngefot patrick bayar utang kemaren habis sport betting sepakbola gajah sepakbola indonesia tunjukan komitmenmu,1
ga bertahuntahunbaru dtg aja udh bs bhsinggris,1
mbakaku gak ngerti yg diomongin,1
kaku banget interview,1
bak najwa petrik klivert nya hebat terima kasih mewakili netizen bak najwa,1
subtitle nya,0
obama ya mbak,1
mendukung sepenuhnya bawalah mimpi nyata,1
pelatih umumkan publik berhak diinformasikan target yg dicapai yg federasi pssi berdasarkan kontrak tertulis disepakati ditanda tangani pelatih berdasarkan impian harapan pelatih federasi pssi dibutuhkan edukasi publik ekpektasi menyalahkan pelatih federasi pssi perdebatan sosial media publik terbuka dasar yg yg tertulis disepakati kontrak perdebatan yg miss komunikasi spekulatif dihindarimungkin program khusus dikaitkan komunikasi kontrak prespektif hukum pecinta timnas mengapresiasi pelatih berhasil mencapai target melebihi nya menerima konsekuensi mencapainya timbul keseimbangan,1
keren mata najwa ngundang langsung orang yg buru media,1
berharappsti bangga kl hasilnya baguspati kcewa kl tdk sesuai harapanjd doakan aja yg terbaik utk timnas,1
bismillah semoga sukses patrick kluivert semoga sukses timnas indonesia,1
goodluck pk,0
kepikiran tuh mba nana,0
welcome patrickviva patrickviva p erick viva garuda,1
nyari pansosnya lg nih cewekemarin menghilangwkwkwkwkwk,1
hadeh pikir persiapan menjelang h hadir podcast kayanya lawak ujungujungnya ni pelatih,1
akibat gak tau bahasa inggris,1
prove patrick remember dont want process want instant result,0
izinkan berkomentar ya allah izinkanlah timnas sepak bola indonesia berlaga piala dunia jalur playoff semoga dukungan netizen indonesia coach patrick pribadi yg fokus sekuat tenaga meloloskan timnas world cup semoga suratan takdir sejarahmu indonesia berlaga piala dunia aamiin kawal timnas indonesia piala dunia bismillah,1
maret lawan australia kalah lawan bahrain kalah erik tohir mengundurkan udh kebaca bgt permainan mafianya mafia mafia sekelas aff negara arab ga indo yg masuk wc,1
keren batikebank,0
pertandingan sometimes diuntungkan sometimes dirugikandalam pemilu kadang yg dukung menang kadang kalahskg pssi menetapkan head coach timnasmari belajar ga protes berlebihanjgn pemain yg hobinya nyalahin wasit patttick masuk rumah indonesia support aja,1
sukses next match coach goodluck,1
move,0
nanyain nilai kontrak,1
jawabannya diplomatis nda blunder samsek know looking blunder mas patrick aman wkwkwk,1
ngga baperan positif open minded menatap kedepan optimis tenang semoga membawa hasil positif timnas didukup dgn asisten pelatih,1
mata najwa lelah membahas politik intrik manuver penguasa dinegeri ikutan latah membahas hot heran mata najwa membahas gosipnya makmak benarbenar lelah butuh topik hiburan,1
ns nebeng pssi wawancarai sutradara bolo,1
welcome kluivert indonesia,1
titip timnas tangan coach,1
welcome coach,1
alhamdulillah sty ganti,1
najwa dengab berkelas mental patrick udah timnas indonesia,0
bilang patrick kluivert otak dimana otak,1
pelatihnya support,1
welcome coach dinegara konoha,1
cinta prestasi didikan sty,1
bravo timnas sukses pssi,1
full support timnas indonesia terbaik coach,1
kalo udah bang alex pastoor interview ya mba,1
wkwkw join udh dihajar mbak najwa,1
yes aha yes aha,1
mba najwa udah cantik pinter bener bener wanita idaman,1
klo gua orangnya simpel tdk mudah dipengaruhi humoris semoga meloloskan timnas kepiala dunia aaaminnnnn,1
gua ga paham bahasa inggris cok,1
ora ngeri ngomongnya teks indonesia nya biar jutaan rakyat yg menonton videonya,1
good luck patrick believe,1
good clear message talk audience really effective easy deliver thoughts team later,1
selamat patrik kluivertbawalah timnas piala duniaaku mewujudkan impian jutaan rakyat indonesia,1
aduh editornya lupa ni gak menampilkan tulisan penerjemah,1
bahasa inggrisnya nazwa beda tipis gibran,1
andalan jg ps,0
yg nyaman patrick mbk nana isu yg berkembang masyarakat tth good job mbk nana,1
subtitle nya kak najwa suka bola golongan terpelajar,1
seandainya mourinho yg respon negative fans timnas dy sy pemenang ucl seriea premier league dll wkwkwk,1
yok dukung aja yok semangat trus,1
ngomongin sihhh,1
mbak najwa berani ya yg sensitif pertrik yg tenang menjawabnya,1
sabar biarkan skrg,1
timnas indo tampil piala dunia getarkan dunia sepakbola,1
alhamdulillah mba nana wawancara pelatih terbaru,1
mudahan pk ga ikutan iklan sosis kopian,1
heran komentar udh muji muji pk yg ttg komposisi pemain timnas pk pemain liga domestik yg menarik perhatiannya pk rizki ridho kagak gue pikir pk perkembangan sepak bola indonesia setahun pk minim zero info idn football pk nonton pertandingan timnas lawan saudi kemarin lawan aussie bahrain ngomongnya gentle pelatih kepala smartness strong leadership nya spt pelatih terkenal dunia jose mourinho pep guardiola louis van gaal guus hiddink dll mudahmudahan pk serius timnas belanda krn pr tugas berat menantinya,1
aduh coach kechannel kalo undang aja udah blokir,1
kayak wawancara hrd,1
hitam cik,1
timnas indonesia lolos piala dunia ayo dukung pssi erick tohir coach pk garuda terbang,1
jd tau alasan pk et patrick kluivert jd head coach slow deadly,1
timnas lawan cina pesta lihat timnas lagu indonesia raya berkumandang world cup semangat timnas mendukung,1
gua manusia nyaman ranah pribadi dibawa sangkut pautnya gua orang masalalu berhak depannya etis didepan publik intelek menyinggung ranah pribadi kaitannya sepak bola gua pelatihnya gua tetep dukung timnas pelatih latar belakangnya ayo dukung timnas stay fokus positif,1
mantap wellcome indonesia mister patickgood job,1
nice,1
jawabannya yg normatif defensif disertai blm wawasan yg ttg sepakbola domestik timnas mengejar lolos mustahil rangking fifa yg digadang tembus pertaruhan yg et pssi sungguh,1
nyong ora ngarti ngomonge,1
jadikan pemain diaspora indonesia mendunia nasionalisme negara indonesia,1
terbaik coach mendukungmu tim nasional,1
okay patrik stand behind team,1
semoga patrick kluivert denny landzaat alex pastore yg terbaik negeri mengulang proses stdknya proses yg berjalan tdk karna menerima pemain yg bagus bkl lbh bnyk lg pemain grade yg bkl gabung dgn patrick kluivert k timnas indonesia,1
semoga membawa hasil positif berdoa sepak bola indonesia terbaik,1
bismillahirrahmanirrahim semoga indonesia masuk piala dunia amin,1
traslet nya gk kk,0
terjemahan huuu,1
orang yg menatap kedepan gak bahas kehidupan kontroversialnya topik menit kontroversi lawan bahrain bilang pertandingan yg berbicara sisa match wcq fokus pertandingan ya semoga pelatih yg optimis menatap kedepan kek timnas kena imbas positifnya aamiin,1
enak klo pelatih nya bhasa inggris klo yg kemaren mah bhasa inggris gk bisaboro bhasa indonesia pdahala pelatih internasional kocak,1
diistimewakan berusaha kepercayaan semoga buktikan semoga kompak pemain timnas indonesia menerima kekurangan yg menerima membangun sepak bola selagi berusaha harapan terbuka lebar lolos pildun,1
pemain idola masanya semoga sukses,1
yg lbh enak org yg ngrti bola puas dengarnya mbak najwa mngrti bola,1
lihat tc pertandingan nya,1
perna k sty wawancarai najwa sihab,0
,0
tes poting coach klik p k klik,0
wajah kulitnya orang indonesia yaa keturunan orang jawa,0
nemen ya gerombolan yg bikin tagar kluivert sinting stress tuh orang memalukan,1
udah pake batik aja,1
partick kluivert disandingin kylian mbappe marcus thuram kaya seumuran dah dah tua,1
need understand ask cant,0
yg coach justin belanda,0
value contract stupid najwa,0
udah gak sabar menunggu maret tgl optimis tim pelatih skrng timnas mengalahkan australia menahan seri mengalahkan bahrain cina lolos langsung piala dunia ammiin yra,1
kasih translate mbak nana,1
gak bahasa inggris gak subtitle,1
aja ngalir ajagamau berharap tp gamai remehin,1
lihat pelatih auranya patrick auranya bagus timnas semoga hasilnya memuaskan,1
mbak najwa undang kiai imaduddin,1
bahasa inggris spanyol belanda lancar bahasa indonesia yg nasi goreng,1
pemain bagus pelatih bagus,1
patrik pelatih timnas indonesia timnas,1
kren ah,0
gak bikin darurat warna biru lgi,1
knapa gk klarifikasi judo online ya,1
faktor bahasa yg menyulitkan sty bertahan,1
patrick temannya si doraemonsi oon nederland,1
tipikal mentality pelatih eropa jarang gimmick straight point gak kepancing menjebak mba nana loh,1
,0
mbaa tarjim mba,0
sedih dengernya,1
sayang najwa nanya yg pribadi ybs ga etis cerdas tp gak beretika,1
b indonya,0
berharap menampilkan permainan yg komposisi pemain diaspora yg main eropa semoga terjalin komunikasi yg bahasanya dipahami pemain,1
wawancara kerja,1
terima kasih mbk nana kasih paham pk sejarah kelam dg perjudian sbg timnas n sbg anak bangsa pk nggk yg pesan tersampaikanlove u mbk nanasehat n coach pkof course whole people country always stand behind garuda squad give us ur best coach,1
salfok aksen bhs inggris mbak nana lancar kaga medok medok indonya,1
coach pakek batik kaya orang jawa banget,1
keputusan eric permainan pola permainan sty dirubahsalah satunya mengganti pelatih sya yg singkat pemain cepat beradaptasi erik berpengalaman mendengarkan bla bla blaprestasi erik dipssi sdh bgus,1
ngr manapun faktor pelatih pemilihan pemain mnjd utama keberhasilan sepak bola pengalaman sty tlh membuka jln keberhasilan sepak bola ina trmsk dgn menaturalisi bbp pemain pk metode spt utk memenangkan sisa pertandingan lg piala dunia pemain lokal utk adlh tdk berhasil dgn visi bermain pk diikuti pemain berdampak positif timnas locker room hny utk pemain pelatih,1
indonesia masuk piala dunia,1
mewakili netizen yo semangat yo raih mimpi tampil pildun kitaaaaaaa indonesia,1
optimis lolos pildun,1
aduhhhh teu ngarti euyy naon anu ucapkeun nanapadahal hayang nyahooo,1
patrick take quick adaptation indonesian vibes much like polishing anything even beyond main football topics eventually made us missfocus big goal said many times dialogue want focus game,1
,0
najwa memalukan orang yg bkn ranah bola ikutan bgini,1
cocok diwawancarai najwa takutnya membongkar strategi dipelajari tim lawan,1
saran mbak nazwa dikasih teks podcast org asing karna yg gk ngerti bahasa inggris pingin tau yg ceritakan,1
strucik malik risaldi stay witan saddil lilipaly,0
jngan komen klau ngak ngerti enggres,1
pemain idola th keren semoga ditangan patrick persepakbolaan indonesia jaya,1
open mind eazy listen play team hope change way play make lively players mentality relaxed controlling ball afraid pressure opposing players,1
semoga timnas juara,0
harapan timnas,0
patrick kluivert yg meragukan nya coach sty meragukan kemampuan nya jujur meragukan kedatangan sty berjalan menerima nya karna pencapaiannya semoga patrick kluivert mencapai hasil yg mencapai tujuan mengharumkan bangsa amin,1
alhamdulillah ge ngerti yg bicarakan,1
pendukung sty tiarap hhhh,1
coach pk mewujudkan impian indonesia piala duniaamin,1
orang negeri profesionaljadi diluar ekspektasi rakyat konoha komentar membandingkan faktanya,1
mention someone way without giving chance bad manner n poor mentalitybe positive n give opportunity prove,1
translate nya,0
sdn tunggak grobogan hadir,1
menjebak najwa patrick pengalaman hati,1
terjemahan nya atuh,1
ngak ngerti bahasa inggris iiyya iyya aja baca koment koment netizen,1
merumput ajax ac milan barcelona sdh berinteraksi lsg dg pelatih raksasa bola dunia semoga membawa indonesia piala dunia,1
pesan sy kasih subtitle indonesia,1
penjudi pelatih,1
kocak ni mba najwa pribadi topik sepakbola tamu luareropa dimana culture nyaman kocak bangett,1
mantap konten nya bermanfaat,1
menangis liat acara ga translet bahasa,1
interview kerja pabrik semen,1
pesimis dukung semoga mencapai target harapan selamat bertugas patrick,1
mba nazwa jgn komen yg masyarakat tdk suka nnti mba dibenciin rakyat kpd patrick kluivert yg sifaynya membangun persepak bolaan lndonesia yg diminati anak bangsa dunia,1
patrick mbak nana makanan favorit indonesiadia santai nasi gowengs,1
patrick sdh coach timnas indonesia tugas si towel ya pensiun nyinyirin timnas klo pensiun makan dr nanya gaes,1
komentar ytttxig beda bngt yaa disni bnyk yg menghargai welcome,1
peringatan darurat,1
stand behind teamkata yg coach patrick kluivert cpk makna nya semoga sukses melatih timnas indonesia aamiin,1
diinterview gini ya,1
pelatih go internasional,1
pingin ngerti maksudnya tpi gak ngerti yg diomongin gk pake translate bhsa indonesia,1
patrick kaya org jawa ya mudahan mmbawa timnas indonesia lolos piala dunia aamiin,1
good luck coachwe support,1
gada translatenya,0
mba najwa maaf translate nya bagus mba hehe,1
menurutku layak sih masuk timnasdan tunggu hasilnya menjudge pribadinyasemoga timnas labih kepelatihannya,1
salah fans timnas yg menghormati bersemangat pelatih welcome home couch,1
buktikan aja,1
orangnya diplomatis berusaha positiv,1
gak hahaha,0
sabar hasilmu coach semoga hasil terbaik,1
harusx yg pa lg mslh pribadi,1
nggak ketinggalan first interview let focus manage team bentar diajak iklan kopi exjoss dll,1
selamat patrick semoga sukses bawa timnas indonesia world cup berubah menyukai mu,1
ngomong,0
butuh bukti nggak butuh janji bualan,1
australia vs indo indo vs bahrain indo vs cina jepang vs indo,1
yg tunggu kinerja terbaiknya mengharapkan hasil yg leboh jd mari dukung pelatih timnas yg lupa jg terima kasih sty dedikasinya pelatih timnas timnas indonesia sdh tahap,1
gatau ngomong,1
kadang kritis gak aja mempengaruhi perasaan fikiranya berakibat buruk timnas,1
parkir bus taktiknya,1
selamat coach patrick,1
konten yg bagus sayang gda translate nya,1
anjir kolom komentar dipenuhin buzzer gimana dah kek template komennya,1
bawa indonesia piala dunia dicintai warga indonesia,1
wellall answer good tho dawg best luck indonesia hope take indonesian football high,1
persis interview karyawan,1
udh diberondong caper cari perhatian bgt si najwa,1
welcome patrick kluivert positive vibes team work wait see agains australia hopely win lets go garuda,1
ngomong belanda banjir,1
welcome back najwa long time see,1
mna terjemahan nya,1
perjudian gak mba pribadinya ya mba yg ucapkan netizen orang orang eropa suka pribadinya,1
semoga sukses membawa indonesia level tertinggi terdepan wc,1
patrick ngebeng garuda ya mbak najwa,1
kali lihat sty wawancara youtube tv emosional ngena hati pikiran pakai translator kali patrick unggul segi bahasakomunikasi pemain kebanyakan diaspora belanda tinggal menunggu hasil taktik strateginya aja bagus,1
najwa lu ngapain bahas bahas yg diluar sepak bola emang lu gak ngecek hukum udh terbukti gak bermasalah iya terlibat dimasa emang hubungan sepak bola jurnalis udh kaya lambe turah lu wawancarai politisi yg program lu sanggah menyanggah beda kureng lu luas informasi ajh seputuran yg udh media lu ngapain bahas bahas pribadi gak bedain orang eropa asia,1
doakan semoga sepakbola indonesia maju berkembang piala dunia,1
pemain bola idolaku smp pensiun berpindah david villa pemain idolaku blm menemukan pemain idola mantan pemain idolaku membawa timnas seperempat final piala dunia,1
pandangannya simple cerdas mbulet memikirkan bayangbayang fokus tindakan sisi kecerdasan terdeteksi bang patrick selevel marc marquez,1
yg sy catat dr interview kmrn ttg pemilihan pemain adlh memprioritaskan pemain yg level fitness bagus salah indikatornya adlh menit bermain klubnya mnrtku bikin resah pemain kesayangan publik spt hubner struijk nathan ivar arhan pratama krn mrk blm minute play yg klubnya,1
highest gambling erick see shall turn,0
ya gk paham perbincangan berdua,1
patrick kluivert dont someone else dont patrick star job sincerely professionally whatever happens part team proud,1
mbak nana ga yg pribadi mbak kayanya coach patrick kluivert ga nyaman itutanya aja sepak bola yg,1
yg memuji patrick stlh interview press conf resmi pssi kmrn dipahami krn dgn bhs yg lbh difahami byk org indonesia sty bhs inggris dgn lbh lbh diwawancarai dgn bhs yg dimengerti byk org jawabannya jg spt,1
sungguh simpatik orangnya humble mudahan membawa tim indonesia solid pk quote stand behind tim good luck coach,1
ayo pendukung indonesia dukung timnas indonesia karna pemain membutuhkan dukungan,1
sensitif tegang cok tp pk kontrol,1
semangat berjuang timnas indonesia,1
mari kasi kesempatan pelatih semangat timnas indonesia,1
berani ya kluivert indonesia langsung interview salah interviewer tajam indonesia orang bola sih,1
jgn trll pesimis guys zaman nya indonesia emas ttp dukung timnas yg mendunia,1
welcome timnas indonesia coach,1
ayo patrik tunjukan maret omongan squidward salah,1
langsung pakai batik bro welcome coach,1
ditanyain nilai kontrak kaget nilai kontrak ga dirahasiakan ga etis nanya langsung orangnya gaji elu najwaa najwa udah kaya si indra jegel aja hahaha,1
baju jerseyku pas kluivert number coach indonesia amazing dream,1
mba najwa dikasih translet indonesia kebanyakan nonton orang indonesia,1
klo coach kluivert bawa timnas masuk worldcup coach baalawi kabib kluivert al jufri imigran yaman,1
gk terjemahanya,0
lu problematik deh undang mba nana,1
imigran ya,1
translitenya mbak najwa,0
kesimpulan nya nya berbicaraberkomunikasikomposisi team nyayakin timnas nya,1
gw suka confidence nya goodluck coach,1
santun semoga kebaikan patrick,1
tolong kasih translate bhs indonesia,1
bismillahirrohmanirrohiim go go indonesia go piala dunia erick tohir yg terbaik sepak bola indonesia,1
q suka pertanyaannya jawabannya komplitmata nazwa keren,1
umur orang cetak gol penentu final ucl melawan ac milan yg dijaga bek legendaris baresi maldini costacurta,1
gak tau bahasa inggris v,1
gw gak ngerti mreka omong gak translate,1
gaya bicaranya kayaknya tenang mengurangi tekanan pemain fokus membaca situasi lawan,1
patrick kluivert pelatih timnas indonesia,1
gimana biar muncul subtitle indonesianya,1
good luck coach semoga membawa garuda terbang,1
mas pat takut bilang dealannya,1
ga transletor nya,0
ga paham ngomong,0
disayangkan filosofi total football dri patrick tdk dukung dngn kualitas lapangan home,1
tulisan terjemahnya,0
wait kontennya komen knp isinya ya,1
old guy,0
mantap,1
terjemahaan nya mba nana,0
coach terkagetkaget mba nama beliau santai menyadari wawancara serius mba nana coach membuka botol minum timing mba nana coach berhatihati membuka tutup botol meminumnya,1
selamat coach patrick bawa timnas garuda indonesia piala dunia aamiin mendukung timnas garuda tolong utk fans sejati mudah diadu domba,1
cool kluivert way answer smart,1
pelatih blm prestasi ambisi timnas indonesia krn prestasi bagus bs cv bagus karier kepelatihan nya,1
pdhl gk bgtu faham btul bahasa inggris mengartikan bicarakan,1
dar der dorrr bgt,0
coach menerapkan possesion football menonton lig ang kualitas pemain lokal contoh timnas u aff,1
renda hati,1
rosi najwa yg dikejar yg negatif,0
,0
mantap,1
gini pelatihsering bicara publik,0
kluivert gagal eric thohir,1
patrick kluivert salah pemain yg sukses gagal pelatih nya lampardinzaghipirlo dll nya hebat pemain sukses melatih semoga aja melatih timnas indonesia patrick kluivert membawa perubahan permainan timnas sisa laga putaran kualifikasi piala dunia semoga aja permainan indonesia berkembang membosan menerapkan sepak bola menyerang bertahan,1
fokus ngomong,1
jurnalis politik menginterview saluran olahraga mu iuhkkk come najwa mewawancarai sekjen pdip,1
mbak beliau berbeda info yg beredar medsos indonesia beliau kepala pelatih,1
alhamdulillah pelatih minimal pake baju batik criri khas milik budaya orang indonesia,1
suka wawancara dgn pelatih asing real mata direct interview gak muter kalo pelatih asing mata bs enam mata,1
mba najwa mewakili isi hati ya kluivert memainkan pemain jarang main bola timnya anjay jarang main bola tim,1
mba najwa mewakili isi hati ya kluivert memainkan pemain jarang main bola timnya anjay jarang main bola tim,1
alright im ready everything could happen,1
kasih kesempatan dihujat tunjukkan bangsa ramah beradab timnasku hebat terbanglah garudaku,1
semoga membawa garuda terbang patrick,0
senyumanmu hatiku meleleh mba najwa sehat mba najwa,1
lihat diawal semangat paham blum terjemahan,1
wawancara top kls dunia bola kaki,1
dat batik blousje staat je goed brada,0
patrick merah luda,1
gak translitnya jowo,0
welcome indonesia coach,1
gada translate nya,0
gada baiknya najwa dr separo diluar sepak bola tp ya netizen indo sprti najwa ya wajar aja otaknya,1
kasihan sampe gelagapan ambassador rumah taruhan,1
knp gak subtilelny sih w pusing ora ngarti,1
lihat hasilnya gimana,1
yg nanya terjemahan tombol cc terjemahan kalo nonton hape pojok kanan kalo nonton laptopkomputer dibawah layar,1
tau yg lapangan ruang ganti suasana timnas pemain naturalisasitapi keretakan pemain pelatih iyaaa pemain naturalisasi semenjak dk tahan draw bahrain puncaknya melawan china pal erick thohir berfikir mada keputusan berat terbaik nya memecat sty kalo nilai sty membawa perubahan dk sepak bola indonesia semoga mafia pengangkatan kluivert sepakbola diada unsur non teknis dna lepas semoga indonesia lolos piala dunia,1
bismillah semoga timnas kali akn kesuksesan dn coach selamat atng indonesia,1
najwa gak fans garuda ngerti bahasa inggris kasih teks,1
nana butuh penerjemah,1
omong,1
maret udh puasakan,0
udah rame,1
pelatih baby face,1
kkuivert mengadakan pertandingan uji coba,1
batiknya garuda ingsya alloh australia bahrain point,0
kondisi timnas indonesia lapangan berkomunikasi bahasa belanda dikibarkan bendera merah putih,1
bahasa inggrisdisini tau dibicarakan,1
mba najwa tamu nya sepesial ganteng mba,1
udah tau pribadi mba sehat menit,1
berkaitan sepakbola topik sepakbola love kluivert,1
selamat coach kluivert mencintaimu semoga coach kluivert sukses mengantarkan tim sepak bola indonesia piala dunia memperoleh juara,1
dr,0
interogasi,0
klo emang komunikasi coach patric bahasa inggris n tau pemain bahasa inggris semoga membawa indonesia k step yg coach n welcome indonesia national team,1
interview ulang,0
cerdas gini serasa wawancara psikolog,1
siapin aja mental pemain pelatih pssi kalah laga dihujat netizen indonesia tinggl nunggu dihujat,1
anjirlah gw ga bhs inggris cok,0
ambisi negeri tertahankan utk masuk piala dunia kluivert gagal membawa indonesia piala dunia beban yg berat kluivert,1
lihat jangka bagus ga kualitas nya depannya,1
welcome total football,1
mendukung mensuport merah putih,1
welcome coach percaya proses suporter nuntut hasil positif,1
selamat coach pk,1
iya iya gue kaga ngerti,1
penjelasan perjudian,1
oke mari tunggu nggak sabar nungguinnya,1
gila sihhh mentalnya geruduk puluhan ribu org sosial media pas tanyain tekananya dgn elegan bgt oke coach debut mudahan yg menarik yg terbaik good luck coach,1
netizen puji belom hasil maret,1
catatan pelatih patrick kluivert selamat indonesia selamat bertugas,1
parah ni nazwapertanyaannya personal attack profesional bahas bola azkelihatan kluivert nyaman terbukti pengadilan,1
mbak najwa ko ga subtitel nya yak,0
gak bahasa inggris,1
kutunggu nihmain iklan indonesia,0
semoga yg terbaik coach ditunggu,1
semoga sukses coach,1
njir sekelas mata najwa nanyain value kontrak langsung orangnya,1
,0
berharap terbaik timnas welcome coach,1
kerja kerja kerja coach,1
terbaek timnas,0
ngapain wanita yahudi kasih panggung,1
lupa translate nya,1
panggil elkan baggot n elianokrn angkuhan stymereka udah indonesia,1
